#NAME?;Trade Close;% Move;Wmv;W%mv;Mthmv;Mth%mv;DMTmv
28/08/2013;1316,5;0,17%;86;6,99%;152,75;13,13%;0,83
27/08/2013;1314,25;-1,43%;66,5;5,33%;142;12,11%;-6,98
26/08/2013;1333,25;4,84%;99;8,02%;165,5;14,17%;22,60
23/08/2013;1271,75;3,35%;24,75;1,98%;71,25;5,94%;15,16
22/08/2013;1230,5;-1,38%;27,5;2,29%;26,5;2,20%;-6,34
21/08/2013;1247,75;1,09%;38,5;3,18%;15,5;1,26%;4,96
20/08/2013;1234,25;-1,02%;51,5;4,35%;16,5;1,35%;-4,69
19/08/2013;1247;3,66%;75,5;6,44%;37,5;3,10%;16,17
16/08/2013;1203;-0,52%;34;2,91%;-24,25;-1,98%;-2,30
15/08/2013;1209,25;2,24%;83,25;7,39%;-20,75;-1,69%;9,74
14/08/2013;1182,75;0,96%;54,75;4,85%;-24,75;-2,05%;4,13
13/08/2013;1171,5;0,21%;62;5,59%;-29,5;-2,46%;0,92
12/08/2013;1169;3,82%;58;5,22%;-65,5;-5,31%;15,80
09/08/2013;1126;-0,18%;-1;-0,09%;-102,5;-8,34%;-0,73
08/08/2013;1128;1,67%;2,75;0,24%;-92;-7,54%;6,80
07/08/2013;1109,5;-0,14%;-26,75;-2,35%;-86,5;-7,23%;-0,55
06/08/2013;1111;-1,42%;-39;-3,39%;-61;-5,20%;-5,88
05/08/2013;1127;0,16%;-19,75;-1,72%;-67,5;-5,65%;0,64
02/08/2013;1125,25;-0,97%;-38,5;-3,31%;-61;-5,14%;-4,04
01/08/2013;1136,25;-1,20%;-36;-3,07%;-50,75;-4,28%;-5,05
31/07/2013;1150;0,28%;-17,75;-1,52%;-45,75;-3,83%;1,19
30/07/2013;1146,75;-1,46%;-53,75;-4,48%;-72,25;-5,93%;-6,25
29/07/2013;1163,75;-0,73%;-40,25;-3,34%;-56;-4,59%;-3,12
26/07/2013;1172,25;0,39%;-60;-4,87%;-50;-4,09%;1,65
25/07/2013;1167,75;-2,73%;-50;-4,11%;-49,5;-4,07%;-12,03
24/07/2013;1200,5;-0,29%;-9;-0,74%;-16,75;-1,38%;-1,29
23/07/2013;1204;-2,29%;-23,25;-1,89%;-24,75;-2,01%;-10,38
22/07/2013;1232,25;1,19%;2,25;0,18%;-22,25;-1,77%;5,33
19/07/2013;1217,75;0,68%;10,25;0,85%;-15,75;-1,28%;3,03
18/07/2013;1209,5;-1,45%;8,5;0,71%;-19,75;-1,61%;-6,52
17/07/2013;1227,25;-0,22%;-7,25;-0,59%;-14,75;-1,19%;-1,01
16/07/2013;1230;1,86%;1,5;0,12%;-14,25;-1,15%;8,27
15/07/2013;1207,5;0,54%;-12,5;-1,02%;-50,5;-4,01%;2,39
12/07/2013;1201;-2,71%;5;0,42%;-69,75;-5,49%;-12,31
11/07/2013;1234,5;0,49%;62,5;5,33%;-28,25;-2,24%;2,20
10/07/2013;1228,5;0,70%;34;2,85%;-50,75;-3,97%;3,12
09/07/2013;1220;2,01%;33,75;2,85%;-58,25;-4,56%;8,82
08/07/2013;1196;2,05%;9;0,76%;-87;-6,78%;8,82
05/07/2013;1172;-1,88%;-23,75;-1,99%;-107,75;-8,42%;-8,27
03/07/2013;1194,5;0,70%;-24,5;-2,01%;-89;-6,93%;3,03
02/07/2013;1186,25;-0,06%;-33,5;-2,75%;-74,75;-5,93%;-0,28
01/07/2013;1187;-0,73%;-35,25;-2,88%;-59,75;-4,79%;-3,22
28/06/2013;1195,75;-1,91%;-21,5;-1,77%;-57;-4,55%;-8,54
27/06/2013;1219;-0,06%;1,75;0,14%;-41,25;-3,27%;-0,28
26/06/2013;1219,75;-0,20%;-9;-0,73%;-7,5;-0,61%;-0,92
25/06/2013;1222,25;0,41%;-32,25;-2,57%;-28,25;-2,26%;1,84
24/06/2013;1217,25;0,00%;-16,25;-1,32%;-28;-2,25%;0,00
21/06/2013;1217,25;-0,94%;-12;-0,98%;-12;-0,98%;-4,23
20/06/2013;1228,75;-2,05%;-13,25;-1,07%;13,25;1,09%;-9,46
19/06/2013;1254,5;1,70%;10,25;0,82%;55;4,59%;7,72
18/06/2013;1233,5;0,35%;-24,5;-1,95%;55;4,67%;1,56
17/06/2013;1229,25;-1,03%;-41,5;-3,27%;65,5;5,63%;-4,69
14/06/2013;1242;-0,18%;-20,75;-1,64%;76,25;6,54%;-0,83
13/06/2013;1244,25;-1,09%;-35;-2,74%;74;6,32%;-5,05
12/06/2013;1258;-1,00%;-20,25;-1,58%;108;9,39%;-4,69
11/06/2013;1270,75;0,63%;-12,25;-0,95%;111;9,57%;2,94
10/06/2013;1262,75;-1,29%;-17;-1,33%;121;10,60%;-6,06
07/06/2013;1279,25;0,08%;-4,25;-0,33%;146;12,88%;0,37
06/06/2013;1278,25;-0,37%;17,25;1,37%;158;14,10%;-1,75
05/06/2013;1283;0,25%;36,25;2,91%;144,75;12,72%;1,19
04/06/2013;1279,75;-0,29%;27;2,16%;156,5;13,93%;-1,38
03/06/2013;1283,5;1,78%;23,25;1,84%;159,5;14,19%;8,27
31/05/2013;1261;1,14%;33,75;2,75%;111;9,65%;5,24
30/05/2013;1246,75;-0,48%;-3,75;-0,30%;87;7,50%;-2,20
29/05/2013;1252,75;-0,60%;7,5;0,60%;120,75;10,67%;-2,76
28/05/2013;1260,25;2,69%;31;2,52%;137;12,20%;12,13
24/05/2013;1227,25;-1,86%;11,75;0,97%;131;11,95%;-8,54
23/05/2013;1250,5;0,42%;51;4,25%;141;12,71%;1,93
22/05/2013;1245,25;1,30%;66,75;5,66%;130;11,66%;5,88
21/05/2013;1229,25;1,13%;65,5;5,63%;95,75;8,45%;5,05
20/05/2013;1215,5;1,33%;49,75;4,27%;74,5;6,53%;5,88
17/05/2013;1199,5;1,78%;29,25;2,50%;68,5;6,06%;7,72
16/05/2013;1178,5;1,27%;28,5;2,48%;52,25;4,64%;5,42
15/05/2013;1163,75;-0,17%;4;0,34%;56,75;5,13%;-0,73
14/05/2013;1165,75;-0,38%;24;2,10%;35,5;3,14%;-1,65
13/05/2013;1170,25;1,76%;37;3,26%;51;4,56%;7,44
10/05/2013;1150;-0,84%;29,75;2,66%;40;3,60%;-3,58
09/05/2013;1159,75;1,58%;21,5;1,89%;47;4,22%;6,61
08/05/2013;1141,75;0,75%;18,5;1,65%;46,5;4,25%;3,12
07/05/2013;1133,25;1,16%;9,25;0,82%;54,25;5,03%;4,78
06/05/2013;1120,25;-1,58%;-29,75;-2,59%;31;2,85%;-6,61
03/05/2013;1138,25;1,34%;-21,5;-1,85%;40,75;3,71%;5,51
02/05/2013;1123,25;-0,07%;-8,75;-0,77%;12;1,08%;-0,28
01/05/2013;1124;-2,26%;0,75;0,07%;16;1,44%;-9,55
30/04/2013;1150;-0,84%;53,75;4,90%;1150;#DIV/0!;-3,58
29/04/2013;1159,75;2,45%;50,25;4,53%;1159,75;#DIV/0!;10,20
26/04/2013;1132;0,78%;16,75;1,50%;1132;#DIV/0!;3,22
25/04/2013;1123,25;2,46%;-10,25;-0,90%;1123,25;#DIV/0!;9,92
24/04/2013;1096,25;-1,19%;-44,75;-3,92%;1096,25;#DIV/0!;-4,87
23/04/2013;1109,5;-0,52%;-21,5;-1,90%;1109,5;#DIV/0!;-2,11
22/04/2013;1115,25;-1,61%;-11;-0,98%;1115,25;#DIV/0!;-6,71
19/04/2013;1133,5;-0,66%;26,5;2,39%;1133,5;#DIV/0!;-2,76
18/04/2013;1141;0,88%;10,75;0,95%;1141;#DIV/0!;3,67
17/04/2013;1131;0,42%;11,75;1,05%;1131;#DIV/0!;1,75
16/04/2013;1126,25;1,74%;16,25;1,46%;1126,25;#DIV/0!;7,07
15/04/2013;1107;-2,06%;-5,75;-0,52%;1107;#DIV/0!;-8,54
12/04/2013;1130,25;0,98%;35;3,20%;1130,25;#DIV/0!;4,04
11/04/2013;1119,25;0,83%;40,25;3,73%;1119,25;#DIV/0!;3,40
10/04/2013;1110;-0,25%;20,75;1,90%;1110;#DIV/0!;-1,01
09/04/2013;1112,75;1,60%;15,25;1,39%;1112,75;#DIV/0!;6,43
08/04/2013;1095,25;1,51%;-16;-1,44%;1095,25;#DIV/0!;5,97
05/04/2013;1079;-0,94%;-29;-2,62%;1079;#DIV/0!;-3,77
04/04/2013;1089,25;-0,75%;1089,25;#DIV/0!;1089,25;#DIV/0!;-3,03
03/04/2013;1097,5;-1,24%;1097,5;#DIV/0!;1097,5;#DIV/0!;-5,05
02/04/2013;1111,25;0,29%;1111,25;#DIV/0!;1111,25;#DIV/0!;1,19
01/04/2013;1108;#DIV/0!;1108;#DIV/0!;1108;#DIV/0!;407,14
