#NAME?;Trade Close;% Move;Wmv;W%mv;Mthmv;Mth%mv;DMTmv
29/09/2017;1172,5;0,75%;-3;-0,26%;31;2,72%;3,22
28/09/2017;1163,75;-0,51%;-24,75;-2,08%;18,25;1,59%;-2,20
27/09/2017;1169,75;0,17%;-5,25;-0,45%;21;1,83%;0,73
26/09/2017;1167,75;-0,66%;-6,5;-0,55%;17;1,48%;-2,85
25/09/2017;1175,5;-1,09%;5,75;0,49%;33,25;2,91%;-4,78
22/09/2017;1188,5;1,15%;16,5;1,41%;46,75;4,09%;4,96
21/09/2017;1175;0,06%;2;0,17%;34,5;3,02%;0,28
20/09/2017;1174,25;0,38%;-6;-0,51%;32,25;2,82%;1,65
19/09/2017;1169,75;-0,19%;5;0,43%;32,5;2,86%;-0,83
18/09/2017;1172;-0,09%;17,25;1,49%;42,5;3,76%;-0,37
15/09/2017;1173;-0,61%;8,75;0,75%;44,5;3,94%;-2,66
14/09/2017;1180,25;1,33%;14;1,20%;37,75;3,30%;5,70
13/09/2017;1164,75;0,87%;-8,25;-0,70%;15,5;1,35%;3,67
12/09/2017;1154,75;-0,82%;-20,5;-1,74%;10,25;0,90%;-3,49
11/09/2017;1164,25;-0,17%;-8,5;-0,72%;-13,25;-1,13%;-0,73
08/09/2017;1166,25;-0,58%;12,5;1,08%;-11,25;-0,96%;-2,48
07/09/2017;1173;-0,19%;23,5;2,04%;-1;-0,09%;-0,83
06/09/2017;1175,25;0,21%;37,75;3,32%;14,25;1,23%;0,92
05/09/2017;1172,75;1,65%;31,25;2,74%;8;0,69%;6,98
01/09/2017;1153,75;0,37%;8,25;0,72%;-28;-2,37%;1,56
31/08/2017;1149,5;1,05%;0,75;0,07%;-26,5;-2,25%;4,41
30/08/2017;1137,5;-0,35%;-13,25;-1,15%;-74;-6,11%;-1,47
29/08/2017;1141,5;-0,35%;-0,75;-0,07%;-75,75;-6,22%;-1,47
28/08/2017;1145,5;-0,28%;3,75;0,33%;-66,25;-5,47%;-1,19
25/08/2017;1148,75;-0,17%;8,25;0,72%;-55,75;-4,63%;-0,73
24/08/2017;1150,75;0,74%;8,75;0,77%;-46,25;-3,86%;3,12
23/08/2017;1142,25;0,04%;5;0,44%;-72;-5,93%;0,18
22/08/2017;1141,75;0,11%;12,25;1,08%;-84,75;-6,91%;0,46
21/08/2017;1140,5;-0,13%;12;1,06%;-90,75;-7,37%;-0,55
18/08/2017;1142;0,42%;-0,5;-0,04%;-74,75;-6,14%;1,75
17/08/2017;1137,25;0,69%;-12;-1,04%;-68,75;-5,70%;2,85
16/08/2017;1129,5;0,09%;-15;-1,31%;-72,25;-6,01%;0,37
15/08/2017;1128,5;-1,23%;-49;-4,16%;-77,25;-6,41%;-5,14
14/08/2017;1142,5;-0,59%;-35;-2,97%;-49,25;-4,13%;-2,48
11/08/2017;1149,25;0,42%;-24,75;-2,11%;-89;-7,19%;1,75
10/08/2017;1144,5;-2,80%;-16,5;-1,42%;-103;-8,26%;-12,13
09/08/2017;1177,5;0,00%;12,75;1,09%;-66;-5,31%;0,00
08/08/2017;1177,5;0,30%;-4,25;-0,36%;-42,25;-3,46%;1,29
07/08/2017;1174;1,12%;-2;-0,17%;-29,5;-2,45%;4,78
04/08/2017;1161;-0,32%;-50,5;-4,17%;-37,5;-3,13%;-1,38
03/08/2017;1164,75;-1,44%;-52,5;-4,31%;-20,25;-1,71%;-6,25
02/08/2017;1181,75;0,49%;-30;-2,48%;22,75;1,96%;2,11
01/08/2017;1176;-2,93%;-28,5;-2,37%;47;4,16%;-13,04
31/07/2017;1211,5;-0,47%;14,5;1,21%;85,5;7,59%;-2,11
28/07/2017;1217,25;0,45%;3;0,25%;95,5;8,51%;2,02
27/07/2017;1211,75;0,60%;-14,75;-1,20%;93,75;8,39%;2,66
26/07/2017;1204,5;0,63%;-26,75;-2,17%;89,25;8,00%;2,76
25/07/2017;1197;-1,42%;-19,75;-1,62%;79,5;7,11%;-6,34
24/07/2017;1214,25;-1,00%;8,25;0,68%;82,25;7,27%;-4,50
21/07/2017;1226,5;-0,39%;24,75;2,06%;83,5;7,31%;-1,75
20/07/2017;1231,25;1,19%;25,5;2,11%;78,5;6,81%;5,33
19/07/2017;1216,75;0,89%;25;2,10%;62,5;5,41%;3,95
18/07/2017;1206;0,35%;-32,25;-2,60%;57,75;5,03%;1,56
17/07/2017;1201,75;-0,33%;-45,75;-3,67%;58,5;5,12%;-1,47
14/07/2017;1205,75;1,17%;-37,75;-3,04%;61,75;5,40%;5,14
13/07/2017;1191,75;-3,76%;-28;-2,30%;49;4,29%;-17,09
12/07/2017;1238,25;-0,74%;34,75;2,89%;85,25;7,39%;-3,40
11/07/2017;1247,5;0,32%;49;4,09%;98;8,53%;1,47
10/07/2017;1243,5;1,95%;58,5;4,94%;101,25;8,86%;8,73
07/07/2017;1219,75;1,35%;60,75;5,24%;84,75;7,47%;5,97
06/07/2017;1203,5;0,42%;74,5;6,60%;70;6,18%;1,84
05/07/2017;1198,5;1,14%;72,5;6,44%;65,75;5,80%;4,96
03/07/2017;1185;2,24%;63,25;5,64%;61,25;5,45%;9,55
30/06/2017;1159;2,66%;41;3,67%;31,5;2,79%;11,02
29/06/2017;1129;0,27%;13,75;1,23%;4,75;0,42%;1,10
28/06/2017;1126;0,38%;8,5;0,76%;-12;-1,05%;1,56
27/06/2017;1121,75;0,34%;-10,25;-0,91%;-29,25;-2,54%;1,38
26/06/2017;1118;0,25%;-25;-2,19%;-41,75;-3,60%;1,01
23/06/2017;1115,25;-0,20%;-37,5;-3,25%;-44,5;-3,84%;-0,83
22/06/2017;1117,5;-1,28%;-36,75;-3,18%;-50,5;-4,32%;-5,33
21/06/2017;1132;-0,96%;-16,25;-1,42%;-32,5;-2,79%;-4,04
20/06/2017;1143;-0,85%;-0,25;-0,02%;-13,25;-1,15%;-3,58
19/06/2017;1152,75;-0,13%;8,75;0,76%;-34,5;-2,91%;-0,55
16/06/2017;1154,25;0,52%;11,5;1,01%;-33,5;-2,82%;2,20
15/06/2017;1148,25;0,44%;-4,75;-0,41%;-28,5;-2,42%;1,84
14/06/2017;1143,25;-0,07%;-6,25;-0,54%;-31,25;-2,66%;-0,28
13/06/2017;1144;0,11%;1,75;0,15%;-33,75;-2,87%;0,46
12/06/2017;1142,75;-0,89%;7,75;0,68%;-39;-3,30%;-3,77
09/06/2017;1153;0,30%;19,5;1,72%;-32,5;-2,74%;1,29
08/06/2017;1149,5;0,63%;16,75;1,48%;-26,75;-2,27%;2,66
07/06/2017;1142,25;0,64%;18,5;1,65%;-42,25;-3,57%;2,66
06/06/2017;1135;0,13%;7,5;0,67%;-50,75;-4,28%;0,55
05/06/2017;1133,5;0,07%;9,25;0,82%;-53,25;-4,49%;0,28
02/06/2017;1132,75;0,80%;-5,25;-0,46%;-47,5;-4,02%;3,31
01/06/2017;1123,75;-0,33%;-27,25;-2,37%;-58;-4,91%;-1,38
31/05/2017;1127,5;0,29%;-32,25;-2,78%;-40,25;-3,45%;1,19
30/05/2017;1124,25;-1,21%;-35,5;-3,06%;-44,5;-3,81%;-5,05
26/05/2017;1138;-1,13%;-30;-2,57%;-30;-2,57%;-4,78
25/05/2017;1151;-0,75%;-13,5;-1,16%;-25,5;-2,17%;-3,22
24/05/2017;1159,75;0,00%;3,5;0,30%;-23,5;-1,99%;0,00
23/05/2017;1159,75;-0,71%;-27,5;-2,32%;-12,5;-1,07%;-3,03
22/05/2017;1168;0,30%;-19,75;-1,66%;-0,25;-0,02%;1,29
19/05/2017;1164,5;0,71%;-12,25;-1,04%;-7,5;-0,64%;3,03
18/05/2017;1156,25;-2,61%;-18,25;-1,55%;-11,5;-0,98%;-11,39
17/05/2017;1187,25;-0,04%;9,5;0,81%;12;1,02%;-0,18
16/05/2017;1187,75;0,93%;6;0,51%;10,25;0,87%;4,04
15/05/2017;1176,75;0,19%;-8,75;-0,74%;7;0,60%;0,83
12/05/2017;1174,5;-0,28%;-1,75;-0,15%;13,25;1,14%;-1,19
11/05/2017;1177,75;-0,34%;-6,75;-0,57%;14;1,20%;-1,47
10/05/2017;1181,75;-0,32%;-4;-0,34%;17,75;1,52%;-1,38
09/05/2017;1185,5;0,79%;-1,25;-0,11%;22;1,89%;3,40
08/05/2017;1176,25;-0,70%;-4;-0,34%;10;0,86%;-3,03
05/05/2017;1184,5;-0,11%;2,75;0,23%;24,75;2,13%;-0,46
04/05/2017;1185,75;-0,08%;18;1,54%;25,5;2,20%;-0,37
03/05/2017;1186,75;0,55%;18;1,54%;18,75;1,61%;2,39
02/05/2017;1180,25;-0,13%;12,25;1,05%;-4,75;-0,40%;-0,55
01/05/2017;1181,75;1,20%;5,25;0,45%;-9,25;-0,78%;5,14
28/04/2017;1167,75;-0,09%;-15,5;-1,31%;-26,25;-2,20%;-0,37
27/04/2017;1168,75;0,06%;-3,5;-0,30%;-24,75;-2,07%;0,28
26/04/2017;1168;-0,72%;-0,25;-0,02%;-29,75;-2,48%;-3,12
25/04/2017;1176,5;-0,57%;4,5;0,38%;-36,5;-3,01%;-2,48
24/04/2017;1183,25;0,94%;15,5;1,33%;-38,5;-3,15%;4,04
21/04/2017;1172,25;0,34%;-3;-0,26%;-51,25;-4,19%;1,47
20/04/2017;1168,25;-0,32%;-9,25;-0,79%;-53,25;-4,36%;-1,38
19/04/2017;1172;0,36%;2,25;0,19%;-50;-4,09%;1,56
18/04/2017;1167,75;-0,64%;6,5;0,56%;-55,75;-4,56%;-2,76
17/04/2017;1175,25;-0,19%;11,5;0,99%;-44,75;-3,67%;-0,83
13/04/2017;1177,5;0,66%;13,5;1,16%;-43,75;-3,58%;2,85
12/04/2017;1169,75;0,73%;6,25;0,54%;-58,25;-4,74%;3,12
11/04/2017;1161,25;-0,21%;-5;-0,43%;-67,25;-5,47%;-0,92
10/04/2017;1163,75;-0,02%;4;0,34%;-69,25;-5,62%;-0,09
07/04/2017;1164;0,04%;3,75;0,32%;-79,75;-6,41%;0,18
06/04/2017;1163,5;-0,24%;-4,5;-0,39%;-83,75;-6,71%;-1,01
05/04/2017;1166,25;0,56%;-18,75;-1,58%;-93;-7,39%;2,39
04/04/2017;1159,75;-0,04%;-31,25;-2,62%;-99,75;-7,92%;-0,18
03/04/2017;1160,25;-0,66%;-33,75;-2,83%;-99;-7,86%;-2,85
31/03/2017;1168;-1,43%;-25,5;-2,14%;-105,75;-8,30%;-6,25
30/03/2017;1185;-0,50%;-12,75;-1,06%;-72,75;-5,78%;-2,20
29/03/2017;1191;-0,25%;-22;-1,81%;-53;-4,26%;-1,10
28/03/2017;1194;0,04%;-27,75;-2,27%;-52,25;-4,19%;0,18
27/03/2017;1193,5;-0,35%;-30;-2,45%;-51;-4,10%;-1,56
24/03/2017;1197,75;-1,26%;-23,75;-1,94%;-57,75;-4,60%;-5,60
23/03/2017;1213;-0,72%;-9;-0,74%;-46,25;-3,67%;-3,22
22/03/2017;1221,75;-0,14%;-1,75;-0,14%;-43,5;-3,44%;-0,64
21/03/2017;1223,5;0,16%;3,5;0,29%;-53,25;-4,17%;0,73
20/03/2017;1221,5;-0,04%;0,25;0,02%;-72,25;-5,58%;-0,18
17/03/2017;1222;-0,12%;-6;-0,49%;-56;-4,38%;-0,55
16/03/2017;1223,5;0,29%;-5;-0,41%;-64,25;-4,99%;1,29
15/03/2017;1220;-0,10%;-13;-1,05%;-72,5;-5,61%;-0,46
14/03/2017;1221,25;-0,55%;-22,5;-1,81%;-62,75;-4,89%;-2,48
13/03/2017;1228;-0,04%;-19,25;-1,54%;-64,25;-4,97%;-0,18
10/03/2017;1228,5;-0,36%;-30,75;-2,44%;-47,75;-3,74%;-1,65
09/03/2017;1233;-0,86%;-26,5;-2,10%;-36,5;-2,88%;-3,95
08/03/2017;1243,75;-0,28%;-15,5;-1,23%;-16,75;-1,33%;-1,29
07/03/2017;1247,25;-0,95%;-26,5;-2,08%;-23,5;-1,85%;-4,41
06/03/2017;1259,25;-0,02%;1,5;0,12%;-11;-0,87%;-0,09
03/03/2017;1259,5;0,02%;15,5;1,25%;1,5;0,12%;0,09
02/03/2017;1259,25;-1,14%;13;1,04%;3;0,24%;-5,33
01/03/2017;1273,75;1,27%;29,25;2,35%;-9;-0,70%;5,88
28/02/2017;1257,75;1,11%;2,25;0,18%;-25,25;-1,97%;5,05
27/02/2017;1244;-0,18%;-15,25;-1,21%;-44,75;-3,47%;-0,83
24/02/2017;1246,25;0,14%;-19;-1,50%;-45,75;-3,54%;0,64
23/02/2017;1244,5;-0,88%;-32,25;-2,53%;-46,75;-3,62%;-4,04
22/02/2017;1255,5;-0,30%;-38,25;-2,96%;-45,5;-3,50%;-1,38
21/02/2017;1259,25;-0,47%;-18,75;-1,47%;-44,5;-3,41%;-2,20
17/02/2017;1265,25;-0,90%;-22,5;-1,75%;-43,25;-3,31%;-4,23
16/02/2017;1276,75;-1,31%;-15,75;-1,22%;-26;-2,00%;-6,25
15/02/2017;1293,75;1,23%;9,75;0,76%;14;1,09%;5,79
14/02/2017;1278;-0,76%;-14,25;-1,10%;4,25;0,33%;-3,58
13/02/2017;1287,75;-0,37%;11,5;0,90%;42,75;3,43%;-1,75
10/02/2017;1292,5;0,66%;23;1,81%;45,25;3,63%;3,12
09/02/2017;1284;-0,64%;23,5;1,86%;45,25;3,65%;-3,03
08/02/2017;1292,25;1,25%;21,5;1,69%;64;5,21%;5,88
07/02/2017;1276,25;0,53%;6;0,47%;30,25;2,43%;2,48
06/02/2017;1269,5;0,71%;11,5;0,91%;20,75;1,66%;3,31
03/02/2017;1260,5;-0,81%;4,25;0,34%;32;2,60%;-3,77
02/02/2017;1270,75;0,04%;-12;-0,94%;33,25;2,69%;0,18
01/02/2017;1270,25;0,97%;-12,75;-0,99%;24;1,93%;4,50
31/01/2017;1258;0,14%;-30,75;-2,39%;8;0,64%;0,64
30/01/2017;1256,25;-2,07%;-35,75;-2,77%;-1,5;-0,12%;-9,74
27/01/2017;1282,75;-0,02%;-8,5;-0,66%;51,75;4,20%;-0,09
26/01/2017;1283;-0,45%;-18;-1,38%;45,5;3,68%;-2,11
25/01/2017;1288,75;-0,25%;-15;-1,15%;38,25;3,06%;-1,19
24/01/2017;1292;0,06%;-16,5;-1,26%;42,75;3,42%;0,28
23/01/2017;1291,25;-0,75%;-11,5;-0,88%;25,75;2,03%;-3,58
20/01/2017;1301;-0,21%;21,25;1,66%;20,75;1,62%;-1,01
19/01/2017;1303,75;-0,36%;30;2,36%;31;2,44%;-1,75
18/01/2017;1308,5;0,44%;63,5;5,10%;40,5;3,19%;2,11
17/01/2017;1302,75;1,80%;55,5;4,45%;29,75;2,34%;8,45
13/01/2017;1279,75;0,47%;41;3,31%;3,75;0,29%;2,20
12/01/2017;1273,75;2,31%;45,5;3,70%;-8,75;-0,68%;10,56
11/01/2017;1245;-0,18%;-1;-0,08%;-27;-2,12%;-0,83
10/01/2017;1247,25;0,69%;-1,5;-0,12%;-46,75;-3,61%;3,12
09/01/2017;1238,75;0,85%;10,25;0,83%;-54;-4,18%;3,86
06/01/2017;1228,25;-1,42%;-9,25;-0,75%;-60,25;-4,68%;-6,52
05/01/2017;1246;-0,22%;-0,25;-0,02%;-26,5;-2,08%;-1,01
04/01/2017;1248,75;1,65%;-1,25;-0,10%;-26;-2,04%;7,44
03/01/2017;1228,5;-0,73%;-29,25;-2,33%;-48,75;-3,82%;-3,31
30/12/2016;1237,5;-0,70%;6,5;0,53%;-50;-3,88%;-3,22
29/12/2016;1246,25;-0,30%;8,75;0,71%;-54,75;-4,21%;-1,38
28/12/2016;1250;-0,62%;-0,5;-0,04%;-41;-3,18%;-2,85
27/12/2016;1257,75;2,17%;8,5;0,68%;-21,5;-1,68%;9,83
23/12/2016;1231;-0,53%;-34,5;-2,73%;-44;-3,45%;-2,39
22/12/2016;1237,5;-1,04%;-42,75;-3,34%;-27,75;-2,19%;-4,78
21/12/2016;1250,5;0,10%;-22,25;-1,75%;11,75;0,95%;0,46
20/12/2016;1249,25;-1,28%;-18,75;-1,48%;14,75;1,19%;-5,97
19/12/2016;1265,5;-1,15%;-7,5;-0,59%;34,75;2,82%;-5,42
16/12/2016;1280,25;0,59%;4,25;0,33%;45,75;3,71%;2,76
15/12/2016;1272,75;0,37%;-9,75;-0,76%;43,5;3,54%;1,75
14/12/2016;1268;-0,39%;-4;-0,31%;37;3,01%;-1,84
13/12/2016;1273;-0,24%;-21;-1,62%;30;2,41%;-1,10
12/12/2016;1276;-0,51%;-16,75;-1,30%;40;3,24%;-2,39
09/12/2016;1282,5;0,83%;-6;-0,47%;26,25;2,09%;3,86
08/12/2016;1272;-1,70%;-0,5;-0,04%;28,5;2,29%;-8,08
07/12/2016;1294;0,10%;19,25;1,51%;58,25;4,71%;0,46
06/12/2016;1292,75;0,33%;15,5;1,21%;58,25;4,72%;1,56
05/12/2016;1288,5;1,26%;1;0,08%;57;4,63%;5,88
02/12/2016;1272,5;-0,18%;-28,5;-2,19%;34,25;2,77%;-0,83
01/12/2016;1274,75;-0,20%;-16,25;-1,26%;18;1,43%;-0,92
30/11/2016;1277,25;-0,80%;-2;-0,16%;20,25;1,61%;-3,77
29/11/2016;1287,5;-1,04%;12,5;0,98%;17,5;1,38%;-4,96
28/11/2016;1301;0,77%;35,75;2,83%;35;2,76%;3,67
25/11/2016;1291;0,92%;52,25;4,22%;43,75;3,51%;4,32
23/11/2016;1279,25;0,33%;44,75;3,62%;32;2,57%;1,56
22/11/2016;1275;0,77%;44,25;3,60%;36,75;2,97%;3,58
21/11/2016;1265,25;2,14%;30,75;2,49%;34,5;2,80%;9,74
18/11/2016;1238,75;0,34%;9,5;0,77%;2;0,16%;1,56
17/11/2016;1234,5;0,30%;3,5;0,28%;6,75;0,55%;1,38
16/11/2016;1230,75;-0,30%;-12,25;-0,99%;-2,75;-0,22%;-1,38
15/11/2016;1234,5;0,43%;-1,5;-0,12%;16,75;1,38%;1,93
14/11/2016;1229,25;-0,14%;-27;-2,15%;17,75;1,47%;-0,64
11/11/2016;1231;-0,97%;-12,5;-1,01%;30,25;2,52%;-4,41
10/11/2016;1243;0,57%;7,25;0,59%;33,5;2,77%;2,57
09/11/2016;1236;-1,61%;1,5;0,12%;26,25;2,17%;-7,44
08/11/2016;1256,25;1,03%;24,75;2,01%;44,25;3,65%;4,69
07/11/2016;1243,5;0,63%;5,25;0,42%;29,75;2,45%;2,85
04/11/2016;1235,75;0,10%;-21;-1,67%;23,75;1,96%;0,46
03/11/2016;1234,5;0,24%;-22,5;-1,79%;15,75;1,29%;1,10
02/11/2016;1231,5;-0,55%;-38,5;-3,03%;3,25;0,26%;-2,48
01/11/2016;1238,25;-1,47%;-27,75;-2,19%;29;2,40%;-6,80
31/10/2016;1256,75;-0,02%;9,5;0,76%;51,25;4,25%;-0,09
28/10/2016;1257;-1,02%;9,75;0,78%;56,25;4,68%;-4,78
27/10/2016;1270;0,32%;31,75;2,56%;62,25;5,15%;1,47
26/10/2016;1266;1,50%;35,25;2,86%;65,5;5,46%;6,89
25/10/2016;1247,25;0,00%;10,5;0,85%;37;3,06%;0,00
24/10/2016;1247,25;0,73%;19,5;1,59%;15,5;1,26%;3,31
21/10/2016;1238,25;0,61%;4,75;0,39%;7,5;0,61%;2,76
20/10/2016;1230,75;-0,49%;13;1,07%;-14,25;-1,14%;-2,20
19/10/2016;1236,75;0,73%;25,25;2,08%;9;0,73%;3,31
18/10/2016;1227,75;-0,47%;27;2,25%;6,5;0,53%;-2,11
17/10/2016;1233,5;1,29%;24;1,98%;27,75;2,30%;5,79
14/10/2016;1217,75;0,52%;8;0,66%;19,75;1,65%;2,30
13/10/2016;1211,5;0,90%;-0,5;-0,04%;12,25;1,02%;3,95
12/10/2016;1200,75;-0,72%;-13;-1,07%;-18,75;-1,54%;-3,22
11/10/2016;1209,5;-0,02%;-2,5;-0,21%;-26;-2,10%;-0,09
10/10/2016;1209,75;-0,19%;-9;-0,74%;-22,25;-1,81%;-0,83
07/10/2016;1212;-0,14%;-16,25;-1,32%;-18,75;-1,52%;-0,64
06/10/2016;1213,75;0,14%;4,5;0,37%;-1,25;-0,10%;0,64
05/10/2016;1212;-0,55%;6,5;0,54%;4,25;0,35%;-2,48
04/10/2016;1218,75;-0,77%;18;1,50%;19,75;1,65%;-3,49
03/10/2016;1228,25;1,57%;20,5;1,70%;30;2,50%;6,98
30/09/2016;1209,25;0,31%;8,75;0,73%;3,25;0,27%;1,38
29/09/2016;1205,5;0,40%;-4,75;-0,39%;-14;-1,15%;1,75
28/09/2016;1200,75;-0,58%;-31;-2,52%;-21,75;-1,78%;-2,57
27/09/2016;1207,75;0,60%;-23;-1,87%;-23;-1,87%;2,66
26/09/2016;1200,5;-0,81%;-44,5;-3,57%;-60;-4,76%;-3,58
23/09/2016;1210,25;-1,75%;-17,5;-1,43%;-58,5;-4,61%;-7,90
22/09/2016;1231,75;0,08%;10,5;0,86%;-39,25;-3,09%;0,37
21/09/2016;1230,75;-1,14%;25;2,07%;-29;-2,30%;-5,24
20/09/2016;1245;1,41%;47;3,92%;-24,75;-1,95%;6,34
19/09/2016;1227,75;0,53%;28,5;2,38%;-43,5;-3,42%;2,39
16/09/2016;1221,25;1,29%;1,75;0,14%;-41,25;-3,27%;5,70
15/09/2016;1205,75;0,65%;-29,75;-2,41%;-58,75;-4,65%;2,85
14/09/2016;1198;-0,10%;-34;-2,76%;-39;-3,15%;-0,46
13/09/2016;1199,25;-1,66%;-31,5;-2,56%;-40;-3,23%;-7,44
12/09/2016;1219,5;-1,30%;4,5;0,37%;-18;-1,45%;-5,88
09/09/2016;1235,5;0,28%;27,75;2,30%;-7,75;-0,62%;1,29
08/09/2016;1232;0,10%;33;2,75%;-8,25;-0,67%;0,46
07/09/2016;1230,75;1,30%;32,5;2,71%;1;0,08%;5,79
06/09/2016;1215;0,60%;9;0,75%;3;0,25%;2,66
02/09/2016;1207,75;0,73%;-11,75;-0,96%;-3;-0,25%;3,22
01/09/2016;1199;0,06%;-23,5;-1,92%;-9,25;-0,77%;0,28
31/08/2016;1198,25;-0,64%;-32,5;-2,64%;-18,5;-1,52%;-2,85
30/08/2016;1206;-1,11%;-54,5;-4,32%;-52,25;-4,15%;-4,96
29/08/2016;1219,5;-0,25%;-49,25;-3,88%;-13,75;-1,11%;-1,10
26/08/2016;1222,5;-0,67%;-48,5;-3,82%;-18,75;-1,51%;-3,03
25/08/2016;1230,75;-2,36%;-29;-2,30%;1,75;0,14%;-10,93
24/08/2016;1260,5;-0,65%;-9,25;-0,73%;39;3,19%;-3,03
23/08/2016;1268,75;-0,18%;-2,5;-0,20%;25,25;2,03%;-0,83
22/08/2016;1271;0,89%;8,5;0,67%;3,25;0,26%;4,13
19/08/2016;1259,75;-0,79%;-4,75;-0,38%;-4,5;-0,36%;-3,67
18/08/2016;1269,75;-0,12%;32,75;2,65%;-13,25;-1,03%;-0,55
17/08/2016;1271,25;0,69%;32;2,58%;-50,25;-3,80%;3,22
16/08/2016;1262,5;-0,16%;25;2,02%;-50;-3,81%;-0,73
15/08/2016;1264,5;2,22%;21,25;1,71%;-53;-4,02%;10,10
12/08/2016;1237;-0,18%;-3,25;-0,26%;-123,5;-9,08%;-0,83
11/08/2016;1239,25;0,14%;9,5;0,77%;-103;-7,67%;0,64
10/08/2016;1237,5;-0,46%;25,5;2,10%;-72,75;-5,55%;-2,11
09/08/2016;1243,25;0,24%;32,5;2,68%;-69,75;-5,31%;1,10
08/08/2016;1240,25;0,85%;32;2,65%;-39,75;-3,11%;3,86
05/08/2016;1229,75;1,46%;13;1,07%;-98,75;-7,43%;6,52
04/08/2016;1212;0,10%;-46,25;-3,68%;-120,5;-9,04%;0,46
03/08/2016;1210,75;0,21%;-22,5;-1,82%;-182;-13,07%;0,92
02/08/2016;1208,25;-0,70%;-33;-2,66%;-200,25;-14,22%;-3,12
01/08/2016;1216,75;-3,30%;-12,25;-1,00%;-151;-11,04%;-15,25
29/07/2016;1258,25;2,03%;36,75;3,01%;-117,25;-8,52%;9,19
28/07/2016;1233,25;-0,64%;-10,25;-0,82%;-126,75;-9,32%;-2,94
27/07/2016;1241,25;1,00%;-26,5;-2,09%;-92,5;-6,94%;4,50
26/07/2016;1229;0,61%;-35,25;-2,79%;-127,75;-9,42%;2,76
25/07/2016;1221,5;-1,77%;-61,5;-4,79%;-150,5;-10,97%;-8,08
22/07/2016;1243,5;-1,91%;-78;-5,90%;-122,5;-8,97%;-8,91
21/07/2016;1267,75;0,28%;-44,75;-3,41%;-120,25;-8,66%;1,29
20/07/2016;1264,25;-1,46%;-53,25;-4,04%;-139,25;-9,92%;-6,89
19/07/2016;1283;-2,91%;-77,5;-5,70%;-91,5;-6,66%;-14,15
18/07/2016;1321,5;0,69%;-20,75;-1,55%;-72,25;-5,18%;3,31
15/07/2016;1312,5;-0,38%;2,25;0,17%;-92;-6,55%;-1,84
14/07/2016;1317,5;-3,16%;4,5;0,34%;-96,75;-6,84%;-15,80
13/07/2016;1360,5;1,36%;80,5;6,29%;-57,5;-4,06%;6,71
12/07/2016;1342,25;2,44%;13,75;1,04%;-65,75;-4,67%;11,76
11/07/2016;1310,25;-0,21%;-22,25;-1,67%;-99,5;-7,06%;-1,01
08/07/2016;1313;2,58%;-79,75;-5,73%;-60,25;-4,39%;12,13
07/07/2016;1280;-3,65%;-128,5;-9,12%;-90,25;-6,59%;-17,82
06/07/2016;1328,5;-0,30%;-39,25;-2,87%;-35,5;-2,60%;-1,47
05/07/2016;1332,5;-4,33%;-43;-3,13%;-43,75;-3,18%;-22,14
01/07/2016;1392,75;-1,12%;32,75;2,41%;61;4,58%;-5,79
30/06/2016;1408,5;2,98%;74,75;5,60%;98;7,48%;14,97
29/06/2016;1367,75;-0,56%;11;0,81%;49,25;3,74%;-2,85
28/06/2016;1375,5;1,14%;3,5;0,26%;63,75;4,86%;5,70
27/06/2016;1360;1,97%;-6;-0,44%;42,5;3,23%;9,65
24/06/2016;1333,75;-1,70%;-54,25;-3,91%;47;3,65%;-8,45
23/06/2016;1356,75;-1,11%;-46,75;-3,33%;66,25;5,13%;-5,60
22/06/2016;1372;0,44%;-2,5;-0,18%;65,75;5,03%;2,20
21/06/2016;1366;-1,59%;-27,75;-1,99%;62,5;4,79%;-8,08
20/06/2016;1388;-1,10%;-16,5;-1,17%;80,75;6,18%;-5,70
17/06/2016;1403,5;2,11%;-10,75;-0,76%;91,25;6,95%;10,66
16/06/2016;1374,5;-1,38%;-43,5;-3,07%;78;6,02%;-7,07
15/06/2016;1393,75;-0,77%;-14,25;-1,01%;96,75;7,46%;-3,95
14/06/2016;1404,5;-0,69%;-5,25;-0,37%;100,5;7,71%;-3,58
13/06/2016;1414,25;-0,26%;41;2,99%;104;7,94%;-1,38
10/06/2016;1418;0,71%;47,75;3,48%;102;7,75%;3,67
09/06/2016;1408;-0,12%;44;3,23%;149,5;11,88%;-0,64
08/06/2016;1409,75;2,66%;33,5;2,43%;143;11,29%;13,41
07/06/2016;1373,25;0,22%;41,5;3,12%;129;10,37%;1,10
06/06/2016;1370,25;0,46%;59,75;4,56%;104,25;8,23%;2,30
03/06/2016;1364;-0,89%;45,5;3,45%;102;8,08%;-4,50
02/06/2016;1376,25;3,34%;64,5;4,92%;100,5;7,88%;16,35
01/06/2016;1331,75;1,62%;14,25;1,08%;70;5,55%;7,81
31/05/2016;1310,5;-0,61%;23,75;1,85%;51;4,05%;-2,94
27/05/2016;1318,5;0,51%;28;2,17%;58;4,60%;2,48
26/05/2016;1311,75;-0,44%;5,5;0,42%;52,5;4,17%;-2,11
25/05/2016;1317,5;2,39%;14;1,07%;75,75;6,10%;11,30
24/05/2016;1286,75;-0,29%;-20,5;-1,57%;58,5;4,76%;-1,38
